UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
5016.0,303.9,313.0,1759.0,28.4,74.0,0.0
5017.0,303.9,313.0,1408.0,47.5,76.0,0.0
5018.0,303.9,313.0,1483.0,45.0,78.0,0.0
5019.0,303.9,313.0,1620.0,36.6,80.0,0.0
5020.0,304.0,313.1,1466.0,39.5,83.0,0.0
5021.0,304.1,313.1,1556.0,36.3,86.0,0.0
5022.0,304.0,313.0,1350.0,61.1,88.0,0.0
5023.0,304.0,313.1,1404.0,47.1,90.0,0.0
5024.0,304.0,313.0,1575.0,34.5,92.0,0.0
5025.0,303.9,313.1,1639.0,29.0,95.0,0.0
5026.0,303.9,313.1,1473.0,42.8,97.0,0.0
5027.0,303.9,313.2,1481.0,40.0,100.0,0.0
5028.0,304.0,313.3,1294.0,54.6,102.0,0.0
5029.0,303.9,313.2,1630.0,29.3,104.0,0.0
5030.0,303.9,313.2,1624.0,39.8,107.0,0.0
5031.0,303.9,313.1,1437.0,48.3,110.0,0.0
5032.0,303.8,313.0,1514.0,45.0,113.0,0.0
5033.0,304.0,313.1,1694.0,31.4,116.0,0.0
5034.0,304.0,313.1,1564.0,50.9,119.0,0.0
5035.0,303.9,313.1,1514.0,41.1,121.0,0.0
5036.0,304.0,313.2,1500.0,40.6,124.0,0.0
5037.0,304.0,313.2,1615.0,37.8,127.0,0.0
5038.0,304.1,313.2,1586.0,41.1,129.0,0.0
5039.0,304.1,313.3,1732.0,28.5,132.0,0.0
5040.0,304.1,313.3,1689.0,32.5,134.0,0.0
5041.0,304.1,313.2,1586.0,34.6,139.0,0.0
5042.0,304.0,313.2,1314.0,47.1,144.0,0.0
5043.0,304.1,313.2,1569.0,35.8,146.0,0.0
5044.0,304.1,313.2,1468.0,39.4,148.0,0.0
5045.0,304.1,313.2,1412.0,47.5,150.0,0.0
5046.0,304.1,313.2,1510.0,46.9,152.0,0.0
5047.0,304.1,313.2,1410.0,42.4,155.0,0.0
5048.0,304.1,313.3,1680.0,29.3,158.0,0.0
5049.0,304.0,313.2,1271.0,68.6,161.0,1.0
5050.0,304.0,313.1,1472.0,45.5,166.0,0.0
5051.0,304.0,313.0,1701.0,30.4,171.0,0.0
5052.0,303.9,313.0,1480.0,39.9,176.0,0.0
5053.0,303.9,313.0,1433.0,48.4,178.0,0.0
5054.0,303.8,312.9,1514.0,34.3,180.0,0.0
5055.0,303.8,312.9,1619.0,35.7,182.0,0.0
5056.0,303.8,312.9,1378.0,45.6,184.0,0.0
5057.0,303.9,312.9,1430.0,53.5,189.0,0.0
5058.0,303.8,312.9,1367.0,49.9,192.0,0.0
5059.0,303.9,312.9,1526.0,42.5,194.0,0.0
5060.0,303.9,312.8,1419.0,47.9,196.0,0.0
5061.0,304.0,312.8,1542.0,42.7,198.0,0.0
5062.0,304.0,312.9,1363.0,62.5,200.0,1.0
5063.0,304.0,312.9,1313.0,53.9,202.0,0.0
5064.0,304.0,312.9,1495.0,46.6,0.0,0.0
5065.0,304.0,313.0,1407.0,42.1,5.0,0.0
5066.0,304.1,313.0,1566.0,37.2,7.0,0.0
5067.0,304.1,313.1,1550.0,30.9,9.0,0.0
5068.0,304.2,313.2,1396.0,50.5,11.0,0.0
5069.0,304.3,313.3,1540.0,39.0,14.0,0.0
5070.0,304.2,313.2,1380.0,48.7,17.0,0.0
5071.0,304.2,313.1,1608.0,31.1,20.0,0.0
5072.0,304.2,313.0,1442.0,40.9,23.0,0.0
5073.0,304.1,313.0,1408.0,45.3,28.0,0.0
5074.0,304.0,313.0,1454.0,46.8,30.0,0.0
5075.0,304.1,313.1,1666.0,34.6,33.0,0.0
5076.0,304.1,313.2,1366.0,46.6,35.0,0.0
5077.0,304.2,313.2,1464.0,44.9,37.0,0.0
5078.0,304.3,313.3,1775.0,24.9,39.0,0.0
5079.0,304.3,313.4,1482.0,43.8,41.0,0.0
5080.0,304.2,313.4,1411.0,54.8,44.0,0.0
5081.0,304.2,313.3,1410.0,51.6,47.0,0.0
5082.0,304.1,313.3,1494.0,39.0,49.0,0.0
5083.0,304.1,313.2,1590.0,43.4,52.0,0.0
5084.0,304.1,313.1,1327.0,54.1,57.0,0.0
5085.0,304.1,313.1,1969.0,20.8,59.0,0.0
5086.0,304.0,313.0,1377.0,56.0,61.0,0.0
5087.0,304.0,313.0,1541.0,45.9,64.0,0.0
5088.0,304.0,313.0,1685.0,28.2,66.0,0.0
5089.0,304.0,313.1,1465.0,41.0,69.0,0.0
5090.0,303.9,313.1,1483.0,47.2,71.0,0.0
5091.0,303.9,313.2,1570.0,40.7,74.0,0.0
5092.0,303.9,313.2,1345.0,48.2,77.0,0.0
5093.0,303.9,313.2,1608.0,40.6,79.0,0.0
5094.0,304.0,313.3,1415.0,52.8,82.0,0.0
5095.0,304.1,313.5,1470.0,45.8,85.0,0.0
5096.0,304.1,313.5,1428.0,39.9,88.0,0.0
5097.0,304.2,313.5,1627.0,32.2,91.0,0.0
5098.0,304.2,313.4,1457.0,49.4,96.0,0.0
5099.0,304.2,313.4,1475.0,40.2,98.0,0.0
5100.0,304.2,313.5,1438.0,50.1,100.0,0.0
5101.0,304.2,313.5,1437.0,47.2,102.0,0.0
5102.0,304.1,313.4,1518.0,42.4,105.0,0.0
5103.0,304.1,313.5,1587.0,33.6,108.0,0.0
5104.0,304.1,313.4,1399.0,43.7,111.0,0.0
5105.0,304.1,313.5,1469.0,44.6,113.0,0.0
5106.0,304.1,313.4,1374.0,56.6,115.0,0.0
5107.0,304.0,313.3,1519.0,36.7,117.0,0.0
5108.0,303.9,313.2,1540.0,44.4,119.0,0.0
5109.0,303.9,313.3,1394.0,51.6,121.0,0.0
5110.0,304.0,313.4,1389.0,45.8,123.0,0.0
5111.0,304.0,313.5,1732.0,26.2,126.0,0.0
5112.0,304.1,313.6,1556.0,37.4,129.0,0.0
5113.0,304.1,313.6,1441.0,43.7,131.0,0.0
5114.0,304.1,313.6,1382.0,46.7,134.0,0.0
5115.0,304.2,313.8,1481.0,44.9,136.0,0.0
5116.0,304.2,313.7,2113.0,18.4,139.0,0.0
5117.0,304.2,313.8,1401.0,53.9,142.0,0.0
5118.0,304.1,313.6,1611.0,31.4,144.0,0.0
5119.0,304.2,313.6,1512.0,33.4,146.0,0.0
5120.0,304.2,313.6,1411.0,46.0,149.0,0.0
5121.0,304.2,313.6,1424.0,43.7,151.0,0.0
5122.0,304.2,313.6,1469.0,40.0,154.0,0.0
5123.0,304.2,313.5,1684.0,29.8,156.0,0.0
5124.0,304.2,313.5,1532.0,41.3,161.0,0.0
5125.0,304.2,313.5,1557.0,37.3,164.0,0.0
5126.0,304.3,313.5,1416.0,48.1,167.0,0.0
5127.0,304.3,313.5,1802.0,25.4,170.0,0.0
5128.0,304.3,313.5,2245.0,15.1,172.0,0.0
5129.0,304.2,313.4,1434.0,42.5,175.0,0.0
5130.0,304.1,313.3,1725.0,28.3,177.0,0.0
5131.0,304.2,313.3,1668.0,35.7,180.0,0.0
5132.0,304.1,313.3,1452.0,43.9,182.0,0.0
5133.0,304.1,313.3,1415.0,50.0,184.0,0.0
5134.0,304.1,313.2,1824.0,25.8,186.0,0.0
5135.0,304.1,313.3,1438.0,45.5,188.0,0.0
5136.0,304.1,313.3,1883.0,24.5,190.0,0.0
5137.0,304.2,313.4,1735.0,28.9,192.0,0.0
5138.0,304.3,313.5,1464.0,36.7,194.0,0.0
5139.0,304.3,313.6,1489.0,40.3,196.0,0.0
5140.0,304.4,313.6,1510.0,38.9,199.0,0.0
5141.0,304.3,313.6,1585.0,32.1,202.0,0.0
5142.0,304.4,313.7,1509.0,35.0,205.0,1.0
5143.0,304.4,313.6,1568.0,39.1,0.0,0.0
5144.0,304.3,313.5,1525.0,42.0,2.0,0.0
5145.0,304.4,313.7,1607.0,33.5,5.0,0.0
5146.0,304.5,313.7,1670.0,32.9,7.0,0.0
5147.0,304.4,313.6,1585.0,38.9,9.0,0.0
5148.0,304.4,313.6,1569.0,38.4,11.0,0.0
5149.0,304.4,313.6,1507.0,43.1,13.0,0.0
5150.0,304.3,313.5,1452.0,41.5,15.0,0.0
5151.0,304.3,313.5,1590.0,29.8,17.0,0.0
5152.0,304.3,313.6,1409.0,56.0,19.0,0.0
5153.0,304.3,313.5,2643.0,12.7,21.0,0.0
5154.0,304.2,313.4,1644.0,31.7,23.0,0.0
5155.0,304.2,313.4,1568.0,37.6,25.0,0.0
5156.0,304.2,313.3,1625.0,37.3,27.0,0.0
5157.0,304.2,313.4,1482.0,41.4,32.0,0.0
5158.0,304.1,313.3,1397.0,49.6,34.0,0.0
5159.0,304.1,313.3,1459.0,50.3,39.0,0.0
5160.0,304.2,313.4,1490.0,44.0,41.0,0.0
5161.0,304.1,313.2,1434.0,50.1,43.0,0.0
5162.0,304.1,313.2,2028.0,18.9,45.0,0.0
5163.0,304.2,313.3,1464.0,45.9,48.0,0.0
5164.0,304.2,313.4,1713.0,23.5,50.0,0.0
5165.0,304.3,313.4,1624.0,32.1,53.0,0.0
5166.0,304.2,313.4,1421.0,43.4,56.0,0.0
5167.0,304.2,313.5,1546.0,41.4,58.0,0.0
5168.0,304.2,313.4,1639.0,32.7,63.0,0.0
5169.0,304.1,313.4,1696.0,29.6,65.0,0.0
5170.0,304.1,313.3,1470.0,39.9,70.0,0.0
5171.0,304.1,313.3,1480.0,38.4,72.0,0.0
5172.0,304.2,313.4,1329.0,54.5,75.0,0.0
5173.0,304.2,313.4,1740.0,28.2,78.0,0.0
5174.0,304.2,313.5,1739.0,28.1,80.0,0.0
5175.0,304.2,313.5,1390.0,47.8,83.0,0.0
5176.0,304.2,313.4,1740.0,23.7,86.0,0.0
5177.0,304.0,313.3,1844.0,27.1,88.0,0.0
5178.0,304.0,313.1,1388.0,53.2,91.0,0.0
5179.0,304.0,313.2,1517.0,43.1,96.0,0.0
5180.0,304.0,313.1,1450.0,42.8,101.0,0.0
5181.0,304.0,313.2,1584.0,38.7,104.0,0.0
5182.0,304.0,313.1,1720.0,28.7,106.0,0.0
5183.0,303.9,313.1,1586.0,31.9,108.0,0.0
5184.0,303.9,313.0,1901.0,22.5,110.0,0.0
5185.0,304.0,313.0,1397.0,42.4,113.0,0.0
5186.0,304.0,313.0,2012.0,21.1,115.0,0.0
5187.0,304.0,313.0,2354.0,15.0,117.0,0.0
5188.0,304.0,313.1,1648.0,35.7,119.0,0.0
5189.0,304.0,313.2,1632.0,30.6,121.0,0.0
5190.0,304.1,313.2,1427.0,46.9,123.0,0.0
5191.0,304.1,313.2,1452.0,48.0,126.0,0.0
5192.0,304.0,313.2,1416.0,46.0,128.0,0.0
5193.0,303.9,313.1,1310.0,62.9,130.0,0.0
5194.0,304.0,313.1,1408.0,39.8,132.0,0.0
5195.0,303.9,313.1,1668.0,34.4,137.0,0.0
5196.0,303.9,313.0,1551.0,36.8,140.0,0.0
5197.0,303.9,313.0,1517.0,36.0,142.0,0.0
5198.0,303.8,312.9,1570.0,35.8,147.0,0.0
5199.0,303.8,312.8,1428.0,53.3,152.0,0.0
5200.0,303.8,312.8,1503.0,40.0,154.0,0.0
5201.0,303.8,312.8,1416.0,58.7,156.0,0.0
5202.0,303.7,312.7,1396.0,47.3,158.0,0.0
5203.0,303.7,312.7,1335.0,51.1,161.0,0.0
5204.0,303.7,312.6,1671.0,30.5,163.0,0.0
5205.0,303.7,312.7,1989.0,22.4,166.0,0.0
5206.0,303.7,312.7,1468.0,43.3,168.0,0.0
5207.0,303.7,312.6,1711.0,27.6,170.0,0.0
5208.0,303.8,312.7,1488.0,41.3,175.0,0.0
5209.0,303.8,312.7,1664.0,29.3,178.0,0.0
5210.0,303.8,312.7,1507.0,38.5,180.0,0.0
5211.0,303.7,312.6,1466.0,42.5,183.0,0.0
5212.0,303.7,312.5,1433.0,53.6,185.0,0.0
5213.0,303.7,312.5,1397.0,45.7,187.0,0.0
5214.0,303.7,312.6,1429.0,43.3,189.0,0.0
5215.0,303.7,312.7,1572.0,37.2,192.0,0.0
5216.0,303.7,312.7,1532.0,42.7,194.0,0.0
5217.0,303.7,312.7,1316.0,51.8,197.0,0.0
5218.0,303.8,312.8,1420.0,47.9,200.0,0.0
5219.0,303.8,312.9,1589.0,37.2,203.0,0.0
5220.0,303.8,313.0,1365.0,59.9,205.0,1.0
5221.0,303.8,313.0,1633.0,32.9,207.0,0.0
5222.0,303.9,313.0,1626.0,31.4,209.0,0.0
5223.0,303.9,313.1,1665.0,29.6,0.0,0.0
5224.0,303.9,313.2,1350.0,47.2,2.0,0.0
5225.0,303.9,313.2,1590.0,31.9,5.0,0.0
5226.0,304.0,313.2,1437.0,53.9,7.0,0.0
5227.0,303.9,313.0,1403.0,48.3,10.0,0.0
5228.0,303.9,313.1,1440.0,41.1,12.0,0.0
5229.0,303.9,313.1,1343.0,61.4,14.0,0.0
5230.0,303.9,313.1,1790.0,26.7,17.0,0.0
5231.0,303.8,313.1,2117.0,18.6,22.0,0.0
5232.0,303.8,313.1,1458.0,42.2,25.0,0.0
5233.0,303.6,312.9,1381.0,57.8,27.0,0.0
5234.0,303.6,312.9,1450.0,45.3,29.0,0.0
5235.0,303.7,312.9,1461.0,50.1,31.0,0.0
5236.0,303.7,312.9,1511.0,41.0,33.0,0.0
5237.0,303.8,313.1,1394.0,45.4,36.0,0.0
5238.0,303.8,313.0,1499.0,42.3,38.0,0.0
5239.0,303.7,313.0,1457.0,44.1,40.0,0.0
5240.0,303.7,313.0,1753.0,29.0,42.0,0.0
5241.0,303.7,313.0,1694.0,28.0,44.0,0.0
5242.0,303.7,313.1,1683.0,28.4,46.0,0.0
5243.0,303.7,313.1,1496.0,47.4,48.0,0.0
5244.0,303.7,313.1,1721.0,34.8,50.0,0.0
5245.0,303.6,313.0,1593.0,31.6,52.0,0.0
5246.0,303.6,313.0,1575.0,38.3,54.0,0.0
5247.0,303.5,313.0,1465.0,41.0,56.0,0.0
5248.0,303.6,313.1,1405.0,38.3,58.0,0.0
5249.0,303.5,313.0,1902.0,21.6,60.0,0.0
5250.0,303.4,312.9,1422.0,39.9,63.0,0.0
5251.0,303.5,312.9,1332.0,52.9,66.0,0.0
5252.0,303.4,312.9,1307.0,54.3,68.0,0.0
5253.0,303.5,313.0,1322.0,59.5,71.0,0.0
5254.0,303.5,313.0,1547.0,40.3,73.0,0.0
5255.0,303.5,313.1,1897.0,23.6,75.0,0.0
5256.0,303.5,313.0,1403.0,51.9,77.0,0.0
5257.0,303.5,313.0,1393.0,51.6,80.0,0.0
5258.0,303.5,313.0,1482.0,38.5,82.0,0.0
5259.0,303.5,312.9,1572.0,44.7,84.0,0.0
5260.0,303.5,312.9,1544.0,36.9,87.0,0.0
5261.0,303.5,313.0,1492.0,46.1,89.0,0.0
5262.0,303.4,312.8,1513.0,35.8,92.0,0.0
5263.0,303.4,312.8,1449.0,43.9,94.0,0.0
5264.0,303.5,312.8,1877.0,22.3,96.0,0.0
5265.0,303.4,312.8,1376.0,53.4,98.0,0.0
5266.0,303.5,312.9,1883.0,23.3,100.0,0.0
5267.0,303.4,312.8,1518.0,38.7,103.0,0.0
5268.0,303.5,312.9,1438.0,42.8,106.0,0.0
5269.0,303.4,312.9,1389.0,54.1,109.0,0.0
5270.0,303.5,312.9,1504.0,44.8,111.0,0.0
5271.0,303.5,312.9,1275.0,64.4,113.0,0.0
5272.0,303.6,313.0,1534.0,39.7,115.0,0.0
5273.0,303.6,313.0,1396.0,38.2,117.0,0.0
5274.0,303.6,313.1,1395.0,44.1,120.0,0.0
5275.0,303.6,313.0,1617.0,30.9,122.0,0.0
5276.0,303.7,313.1,1423.0,41.2,124.0,0.0
5277.0,303.5,313.0,1606.0,34.0,126.0,0.0
5278.0,303.5,312.9,1501.0,44.0,128.0,0.0
5279.0,303.5,312.9,1618.0,30.4,130.0,0.0
5280.0,303.6,313.0,1522.0,35.8,133.0,0.0
5281.0,303.6,312.9,1480.0,41.4,135.0,0.0
5282.0,303.7,313.0,1469.0,39.9,137.0,0.0
5283.0,303.8,313.2,1381.0,52.4,140.0,0.0
5284.0,303.8,313.2,1525.0,41.9,145.0,0.0
5285.0,303.8,313.2,1732.0,29.6,147.0,0.0
5286.0,303.8,313.1,1523.0,39.8,150.0,0.0
5287.0,303.8,313.1,1422.0,42.4,152.0,0.0
5288.0,303.8,313.2,1506.0,46.9,154.0,0.0
5289.0,303.8,313.2,1531.0,39.4,159.0,0.0
5290.0,303.9,313.3,1507.0,34.3,161.0,0.0
5291.0,303.9,313.3,1526.0,40.7,164.0,0.0
5292.0,303.8,313.3,1406.0,52.1,166.0,0.0
5293.0,303.9,313.3,1567.0,35.0,168.0,0.0
5294.0,303.9,313.4,1464.0,49.1,171.0,0.0
5295.0,303.9,313.4,1442.0,48.5,174.0,0.0
5296.0,303.8,313.2,1336.0,47.8,176.0,0.0
5297.0,303.8,313.2,1379.0,50.2,178.0,0.0
5298.0,303.7,313.1,1406.0,48.6,183.0,0.0
5299.0,303.7,313.1,2130.0,18.1,185.0,0.0
5300.0,303.7,313.1,1355.0,49.1,188.0,0.0
5301.0,303.8,313.2,1710.0,26.5,190.0,0.0
5302.0,303.8,313.1,1309.0,55.8,193.0,0.0
5303.0,303.9,313.1,1491.0,37.2,195.0,0.0
5304.0,303.9,313.2,1481.0,44.1,197.0,0.0
5305.0,303.9,313.1,1425.0,49.3,199.0,0.0
5306.0,303.9,313.2,1680.0,29.1,201.0,0.0
5307.0,304.0,313.2,1612.0,31.7,206.0,0.0
5308.0,304.0,313.3,1530.0,34.8,211.0,0.0
5309.0,304.0,313.2,1481.0,42.6,213.0,0.0
5310.0,303.9,313.2,1422.0,48.0,215.0,1.0
5311.0,303.8,313.0,1427.0,43.0,0.0,0.0
5312.0,303.7,312.9,1460.0,49.8,2.0,0.0
5313.0,303.6,312.9,1873.0,23.5,7.0,0.0
5314.0,303.7,312.9,1566.0,32.6,9.0,0.0
5315.0,303.6,312.8,1701.0,30.8,12.0,0.0
5316.0,303.6,312.8,1710.0,27.2,14.0,0.0
5317.0,303.6,312.8,1689.0,33.1,16.0,0.0
5318.0,303.6,312.7,1637.0,32.9,19.0,0.0
5319.0,303.5,312.6,1496.0,39.0,21.0,0.0
5320.0,303.5,312.7,1402.0,47.0,23.0,0.0
5321.0,303.4,312.7,1363.0,45.5,26.0,0.0
5322.0,303.4,312.7,1576.0,49.9,28.0,0.0
5323.0,303.4,312.7,1357.0,55.3,31.0,0.0
5324.0,303.4,312.7,1399.0,48.4,34.0,0.0
5325.0,303.4,312.8,1526.0,30.8,37.0,0.0
5326.0,303.5,312.7,1694.0,27.3,40.0,0.0
5327.0,303.5,312.7,1420.0,49.1,42.0,0.0
5328.0,303.5,312.7,2116.0,16.7,45.0,0.0
5329.0,303.7,312.9,1406.0,41.9,48.0,0.0
5330.0,303.7,313.0,1456.0,45.5,51.0,0.0
5331.0,303.6,312.9,1588.0,31.9,53.0,0.0
5332.0,303.7,312.8,1448.0,44.5,55.0,0.0
5333.0,303.6,312.7,1403.0,46.2,57.0,0.0
5334.0,303.5,312.6,1405.0,51.6,62.0,0.0
5335.0,303.4,312.6,2706.0,9.8,65.0,1.0
5336.0,303.3,312.4,1505.0,38.9,68.0,0.0
5337.0,303.2,312.4,1663.0,33.7,71.0,0.0
5338.0,303.3,312.6,1482.0,44.4,73.0,0.0
5339.0,303.3,312.5,1674.0,32.7,76.0,0.0
5340.0,303.4,312.7,1594.0,32.8,79.0,0.0
5341.0,303.5,312.7,1393.0,49.3,82.0,0.0
5342.0,303.5,312.8,1404.0,55.8,84.0,0.0
5343.0,303.5,312.8,1375.0,45.7,89.0,0.0
5344.0,303.5,312.8,1607.0,38.4,92.0,0.0
5345.0,303.4,312.8,1360.0,50.8,94.0,0.0
5346.0,303.5,312.8,1524.0,39.4,96.0,0.0
5347.0,303.4,312.7,1534.0,35.5,98.0,0.0
5348.0,303.3,312.7,1262.0,63.8,100.0,0.0
5349.0,303.3,312.6,1623.0,34.6,102.0,0.0
5350.0,303.3,312.7,1642.0,33.6,104.0,0.0
5351.0,303.4,312.8,1622.0,35.1,107.0,0.0
5352.0,303.5,312.9,1530.0,34.5,110.0,0.0
5353.0,303.4,312.8,1590.0,36.3,113.0,0.0
5354.0,303.4,312.7,1589.0,34.0,116.0,0.0
5355.0,303.4,312.6,1462.0,37.5,118.0,0.0
5356.0,303.3,312.5,1328.0,49.8,120.0,0.0
5357.0,303.3,312.6,1692.0,29.0,125.0,0.0
5358.0,303.3,312.5,1968.0,20.6,130.0,0.0
5359.0,303.3,312.6,1827.0,24.2,132.0,0.0
5360.0,303.3,312.6,1397.0,47.1,137.0,0.0
5361.0,303.3,312.6,1463.0,44.0,140.0,0.0
5362.0,303.3,312.7,1643.0,30.7,142.0,0.0
5363.0,303.2,312.6,1281.0,57.0,144.0,0.0
5364.0,303.2,312.5,1518.0,39.9,146.0,0.0
5365.0,303.2,312.6,1601.0,35.3,148.0,0.0
5366.0,303.1,312.6,1548.0,36.4,150.0,0.0
5367.0,303.1,312.6,1404.0,40.6,152.0,0.0
5368.0,303.1,312.5,1766.0,26.7,157.0,0.0
5369.0,303.1,312.5,1667.0,30.0,160.0,0.0
5370.0,303.0,312.5,1507.0,37.9,163.0,0.0
5371.0,303.0,312.4,1627.0,37.1,168.0,0.0
5372.0,302.9,312.3,1435.0,47.7,173.0,0.0
5373.0,302.9,312.3,1509.0,46.8,175.0,0.0
5374.0,302.9,312.3,1809.0,25.0,180.0,0.0
5375.0,302.9,312.3,1515.0,40.8,183.0,0.0
5376.0,302.9,312.3,1530.0,34.9,185.0,0.0
5377.0,302.8,312.3,1336.0,57.5,187.0,0.0
5378.0,302.9,312.4,2030.0,19.1,192.0,0.0
5379.0,302.9,312.4,1550.0,36.9,194.0,0.0
5380.0,302.9,312.4,1446.0,41.7,196.0,0.0
5381.0,302.8,312.3,1494.0,37.5,198.0,0.0
5382.0,302.8,312.4,1651.0,27.0,200.0,0.0
5383.0,302.9,312.4,1698.0,33.8,202.0,0.0
5384.0,302.8,312.3,1504.0,40.3,204.0,0.0
5385.0,302.9,312.4,1421.0,46.0,206.0,0.0
5386.0,302.9,312.3,1754.0,26.9,209.0,0.0
5387.0,302.9,312.2,1469.0,42.0,214.0,0.0
5388.0,302.8,312.2,1433.0,50.0,216.0,0.0
5389.0,302.8,312.3,1432.0,49.0,218.0,0.0
5390.0,302.8,312.3,1366.0,49.1,221.0,0.0
5391.0,302.8,312.3,1483.0,47.2,223.0,0.0
5392.0,302.7,312.2,1572.0,34.4,228.0,0.0
5393.0,302.8,312.2,1481.0,40.2,230.0,0.0
5394.0,302.8,312.3,1473.0,42.6,232.0,0.0
5395.0,302.8,312.3,1262.0,70.5,234.0,1.0
5396.0,302.8,312.4,1529.0,36.8,237.0,0.0
5397.0,302.8,312.4,1523.0,39.7,239.0,0.0
5398.0,302.8,312.3,1416.0,42.7,241.0,0.0
5399.0,302.9,312.4,1923.0,23.9,244.0,0.0
5400.0,302.8,312.4,1411.0,53.8,246.0,1.0
5401.0,302.7,312.4,1477.0,46.3,251.0,1.0
5402.0,302.6,312.3,1454.0,54.8,253.0,1.0
5403.0,302.7,312.3,1421.0,48.5,0.0,0.0
5404.0,302.7,312.3,1858.0,25.4,2.0,0.0
5405.0,302.8,312.5,1422.0,46.1,4.0,0.0
5406.0,302.7,312.4,1444.0,48.7,9.0,0.0
5407.0,302.7,312.4,1360.0,47.8,11.0,0.0
5408.0,302.7,312.4,1954.0,24.8,13.0,0.0
5409.0,302.6,312.4,1628.0,33.0,15.0,0.0
5410.0,302.7,312.4,1433.0,44.2,17.0,0.0
5411.0,302.7,312.5,1417.0,51.5,19.0,0.0
5412.0,302.8,312.6,1462.0,39.4,22.0,0.0
5413.0,302.9,312.6,1328.0,59.9,24.0,0.0
5414.0,302.7,312.5,1527.0,36.4,26.0,0.0
5415.0,302.6,312.3,1534.0,34.3,31.0,0.0
5416.0,302.6,312.4,1410.0,50.3,33.0,0.0
5417.0,302.6,312.3,1660.0,30.3,36.0,0.0
5418.0,302.6,312.4,1386.0,45.8,38.0,0.0
5419.0,302.6,312.4,1398.0,41.6,40.0,0.0
5420.0,302.6,312.3,1321.0,53.4,42.0,0.0
5421.0,302.6,312.3,1512.0,34.2,44.0,0.0
5422.0,302.6,312.3,1566.0,36.6,46.0,0.0
5423.0,302.7,312.4,1422.0,44.5,49.0,0.0
5424.0,302.6,312.3,1647.0,31.8,52.0,0.0
5425.0,302.6,312.2,1377.0,45.5,54.0,0.0
5426.0,302.5,312.2,1775.0,27.9,56.0,0.0
5427.0,302.6,312.3,1554.0,42.0,58.0,0.0
5428.0,302.7,312.4,1423.0,51.9,60.0,0.0
5429.0,302.7,312.4,1453.0,47.3,62.0,0.0
5430.0,302.8,312.4,1590.0,34.4,64.0,0.0
5431.0,302.8,312.5,1694.0,28.4,66.0,0.0
5432.0,302.8,312.5,1462.0,43.4,68.0,0.0
5433.0,302.8,312.4,1392.0,46.2,70.0,0.0
5434.0,302.9,312.5,1550.0,45.5,72.0,0.0
5435.0,302.9,312.5,1629.0,30.4,74.0,0.0
5436.0,303.0,312.5,1524.0,42.1,76.0,0.0
5437.0,302.9,312.5,1679.0,30.9,79.0,0.0
5438.0,302.9,312.6,1394.0,46.4,82.0,0.0
5439.0,302.9,312.5,1683.0,32.1,85.0,0.0
5440.0,303.0,312.5,1626.0,30.5,87.0,0.0
5441.0,303.0,312.5,1698.0,30.0,89.0,0.0
5442.0,303.0,312.6,1392.0,42.9,94.0,0.0
5443.0,303.1,312.7,1353.0,51.8,97.0,0.0
5444.0,303.0,312.7,1426.0,46.8,99.0,0.0
5445.0,303.0,312.7,2024.0,19.9,102.0,0.0
5446.0,303.0,312.8,1648.0,32.1,104.0,0.0
5447.0,303.1,312.9,1511.0,40.1,107.0,0.0
5448.0,303.1,312.8,1465.0,44.1,109.0,0.0
5449.0,303.0,312.7,1551.0,41.8,111.0,0.0
5450.0,303.1,312.8,2329.0,15.1,113.0,0.0
5451.0,303.1,312.8,1435.0,41.9,115.0,0.0
5452.0,303.0,312.7,1361.0,48.8,120.0,0.0
5453.0,303.0,312.7,1553.0,35.8,122.0,0.0
5454.0,303.0,312.6,1451.0,42.1,125.0,0.0
5455.0,303.0,312.5,1461.0,40.2,127.0,0.0
5456.0,303.1,312.6,1895.0,23.5,129.0,0.0
5457.0,303.1,312.6,1567.0,32.9,132.0,0.0
5458.0,303.0,312.5,1602.0,33.7,135.0,0.0
5459.0,303.1,312.6,1514.0,42.1,138.0,0.0
5460.0,303.1,312.5,1453.0,49.1,140.0,0.0
5461.0,303.0,312.4,1526.0,36.1,142.0,0.0
5462.0,302.9,312.3,1339.0,52.1,145.0,0.0
5463.0,302.9,312.3,1889.0,22.8,148.0,0.0
5464.0,302.9,312.4,1561.0,34.8,150.0,0.0
5465.0,302.9,312.4,1659.0,33.1,152.0,0.0
5466.0,302.9,312.4,1424.0,49.5,155.0,0.0
5467.0,302.9,312.3,1426.0,44.7,157.0,0.0
5468.0,302.9,312.4,1383.0,51.4,160.0,0.0
5469.0,302.8,312.3,1764.0,29.9,162.0,0.0
5470.0,302.7,312.2,1439.0,42.5,164.0,0.0
5471.0,302.7,312.2,1585.0,35.5,167.0,0.0
5472.0,302.7,312.3,1346.0,61.2,170.0,0.0
5473.0,302.8,312.3,1386.0,57.8,172.0,0.0
5474.0,302.7,312.2,1369.0,51.8,174.0,0.0
5475.0,302.7,312.1,1378.0,46.9,176.0,0.0
5476.0,302.7,312.2,1336.0,46.8,179.0,0.0
5477.0,302.6,312.1,1445.0,42.0,181.0,0.0
5478.0,302.7,312.1,1763.0,26.5,184.0,0.0
5479.0,302.7,312.2,1611.0,34.1,186.0,0.0
